Mod:Item:MetaData, Localized Name
animania:cooked_hereford_steak, Cooked Steak (Hereford)
animania:cooked_angus_steak, Cooked Steak (Angus)
animania:raw_prime_beef, Raw Prime Beef
animania:cooked_prime_beef, Roast Prime Beef
animania:raw_prime_steak, Raw Prime Steak
animania:cooked_prime_steak, Roast Prime Steak
animania:raw_large_black_pork, Raw Pork (Large Black)
animania:raw_duroc_pork, Raw Pork (Duroc)
animania:raw_old_spot_pork, Raw Pork (Old Spot)
animania:raw_hampshire_pork, Raw Pork (Hampshire)
animania:cooked_large_black_roast, Roast Pork (Large Black)
animania:cooked_duroc_roast, Roast Pork (Duroc)
animania:cooked_old_spot_roast, Roast Pork (Old Spot)
animania:cooked_hampshire_roast, Roast Pork (Hampshire)
animania:cooked_large_black_bacon, Bacon (Large Black)
animania:cooked_duroc_bacon, Bacon (Duroc)
animania:cooked_old_spot_bacon, Bacon (Old Spot)
animania:cooked_hampshire_bacon, Bacon (Hampshire)
animania:raw_prime_pork, Raw Prime Pork
animania:cooked_prime_pork, Roast Prime Pork
animania:raw_prime_bacon, Raw Prime Bacon
animania:cooked_prime_bacon, Roast Prime Bacon
animania:raw_orpington_chicken, Raw Chicken (Orpington)
animania:raw_plymouth_rock_chicken, Raw Chicken (Plymouth Rock)
animania:raw_wyandotte_chicken, Raw Chicken (Wyandotte)
animania:raw_rhode_island_red_chicken, Raw Chicken (Rhode Island Red)
animania:cooked_orpington_chicken, Roast Chicken (Orpington)
animania:cooked_plymouth_rock_chicken, Roast Chicken (Plymouth Rock)
animania:cooked_wyandotte_chicken, Roast Chicken (Wyandotte)
animania:cooked_rhode_island_red_chicken, Roast Chicken (Rhode Island Red)
animania:raw_prime_chicken, Raw Prime Chicken
animania:cooked_prime_chicken, Roast Prime Chicken
animania:brown_egg, Egg
animania:peacock_egg_blue, Peafowl Egg
animania:peacock_egg_white, Peafowl Egg
animania:raw_large_black_bacon, Raw Bacon (Large Black)
animania:raw_duroc_bacon, Raw Bacon (Duroc)
animania:raw_old_spot_bacon, Raw Bacon (Old Spot)
animania:raw_hampshire_bacon, Raw Bacon (Hampshire)
animania:raw_prime_mutton, Raw Prime Mutton
animania:cooked_prime_mutton, Cooked Prime Mutton
animania:raw_prime_rabbit, Raw Prime Rabbit
animania:cooked_prime_rabbit, Cooked Prime Rabbit
animania:raw_frog_legs, Raw Frog Legs
animania:cooked_frog_legs, Cooked Frog Legs
animania:raw_chevon, Raw Chevon
animania:cooked_chevon, item.animania_cooked_chevon.name
animania:raw_prime_chevon, Raw Prime Chevon
animania:cooked_prime_chevon, Cooked Prime Chevon
animania:friesian_cheese_wedge, Cheese Wedge (Friesian)
animania:holstein_cheese_wedge, Cheese Wedge (Holstein)
animania:goat_cheese_wedge, Cheese Wedge (Goat)
animania:sheep_cheese_wedge, Cheese Wedge (Sheep)
animania:entity_egg_random, Random Animal
animania:entity_egg_calf_holstein, Holstein Calf
animania:entity_egg_cow_holstein, Holstein Cow
animania:entity_egg_bull_holstein, Holstein Bull
animania:entity_egg_calf_friesian, Friesian Calf
animania:entity_egg_cow_friesian, Friesian Cow
animania:entity_egg_bull_friesian, Friesian Bull
animania:entity_egg_calf_angus, Angus Calf
animania:entity_egg_cow_angus, Angus Cow
animania:entity_egg_bull_angus, Angus Bull
animania:entity_egg_calf_longhorn, Longhorn Calf
animania:entity_egg_cow_longhorn, Longhorn Cow
animania:entity_egg_bull_longhorn, Longhorn Bull
animania:entity_egg_calf_hereford, Hereford Calf
animania:entity_egg_cow_hereford, Hereford Cow
animania:entity_egg_bull_hereford, Hereford Bull
animania:entity_egg_cow_random, Random Cow
animania:entity_egg_chick_plymouth, Plymouth Rock Chick
animania:entity_egg_hen_plymouth, Plymouth Rock Hen
animania:entity_egg_rooster_plymouth, Plymouth Rock Rooster
animania:entity_egg_chick_leghorn, Leghorn Chick
animania:entity_egg_hen_leghorn, Leghorn Hen
animania:entity_egg_rooster_leghorn, Leghorn Rooster
animania:entity_egg_chick_orpington, Orpington Chick
animania:entity_egg_hen_orpington, Orpington Hen
animania:entity_egg_rooster_orpington, Orpington Rooster
animania:entity_egg_chick_red, Rhode Island Red Chick
animania:entity_egg_hen_red, Rhode Island Red Hen
animania:entity_egg_rooster_red, Rhode Island Red Rooster
animania:entity_egg_chick_wyandotte, Wyandotte Chick
animania:entity_egg_hen_wyandotte, Wyandotte Hen
animania:entity_egg_rooster_wyandotte, Wyandotte Rooster
animania:entity_egg_chicken_random, Random Chicken
animania:entity_egg_peachick_blue, India Blue Peachick
animania:entity_egg_peafowl_blue, India Blue Peahen
animania:entity_egg_peacock_blue, India Blue Peacock 
animania:entity_egg_peachick_taupe, Taupe Peachick
animania:entity_egg_peafowl_taupe, Taupe Peahen
animania:entity_egg_peacock_taupe, Taupe Peacock 
animania:entity_egg_peachick_white, White Peachick
animania:entity_egg_peafowl_white, White Peahen
animania:entity_egg_peacock_white, White Peacock 
animania:entity_egg_peachick_charcoal, Charcoal Peachick
animania:entity_egg_peafowl_charcoal, Charcoal Peahen
animania:entity_egg_peacock_charcoal, Charcoal Peacock 
animania:entity_egg_peachick_opal, Opal Peachick
animania:entity_egg_peafowl_opal, Opal Peahen
animania:entity_egg_peacock_opal, Opal Peacock 
animania:entity_egg_peachick_peach, Peach Peachick
animania:entity_egg_peafowl_peach, Peach Peahen
animania:entity_egg_peacock_peach, Peach Peacock 
animania:entity_egg_peachick_purple, Purple Peachick
animania:entity_egg_peafowl_purple, Purple Peahen
animania:entity_egg_peacock_purple, Purple Peacock 
animania:entity_egg_peacock_random, Random Peacock
animania:entity_egg_piglet_yorkshire, American Yorkshire Piglet
animania:entity_egg_sow_yorkshire, American Yorkshire Sow
animania:entity_egg_hog_yorkshire, American Yorkshire Hog
animania:entity_egg_piglet_oldspot, Old Spot Piglet
animania:entity_egg_sow_oldspot, Old Spot Sow
animania:entity_egg_hog_oldspot, Old Spot Hog
animania:entity_egg_piglet_largeblack, Large Black Piglet
animania:entity_egg_sow_largeblack, Large Black Sow
animania:entity_egg_hog_largeblack, Large Black Hog
animania:entity_egg_piglet_largewhite, Large White Piglet
animania:entity_egg_sow_largewhite, Large White Sow
animania:entity_egg_hog_largewhite, Large White Hog
animania:entity_egg_piglet_duroc, Duroc Piglet
animania:entity_egg_sow_duroc, Duroc Sow
animania:entity_egg_hog_duroc, Duroc Hog
animania:entity_egg_piglet_hampshire, Hampshire Piglet
animania:entity_egg_sow_hampshire, Hampshire Sow
animania:entity_egg_hog_hampshire, Hampshire Hog
animania:entity_egg_pig_random, Random Pig
animania:entity_egg_hamster, Hamster
animania:entity_egg_ferret_grey, Grey Ferret
animania:entity_egg_ferret_white, White Ferret
animania:entity_egg_hedgehog, Hedgehog
animania:entity_egg_hedgehog_albino, Albino Hedgehog
animania:entity_egg_frog, Frog
animania:entity_egg_toad, Toad
animania:entity_egg_dart_frog, Dart Frog
animania:entity_egg_draft_horse_stallion, Draft Horse Stallion
animania:entity_egg_draft_horse_mare, Draft Horse Mare
animania:entity_egg_draft_horse_foal, Draft Horse Foal
animania:entity_egg_kid_alpine, Alpine Kid
animania:entity_egg_buck_alpine, Alpine Buck 
animania:entity_egg_doe_alpine, Alpine Doe
animania:entity_egg_kid_angora, Angora Kid
animania:entity_egg_buck_angora, Angora Buck 
animania:entity_egg_doe_angora, Angora Doe
animania:entity_egg_kid_fainting, Fainting Kid
animania:entity_egg_buck_fainting, Fainting Buck 
animania:entity_egg_doe_fainting, Fainting Doe
animania:entity_egg_kid_kiko, Kiko Kid
animania:entity_egg_buck_kiko, Kiko Buck 
animania:entity_egg_doe_kiko, Kiko Doe
animania:entity_egg_kid_kinder, Kinder Kid
animania:entity_egg_buck_kinder, Kinder Buck 
animania:entity_egg_doe_kinder, Kinder Doe
animania:entity_egg_kid_nigeriandwarf, Nigerian Dwarf Kid
animania:entity_egg_buck_nigeriandwarf, Nigerian Dwarf Buck 
animania:entity_egg_doe_nigeriandwarf, Nigerian Dwarf Doe
animania:entity_egg_kid_pygmy, Pygmy Kid
animania:entity_egg_buck_pygmy, Pygmy Buck 
animania:entity_egg_doe_pygmy, Pygmy Doe
animania:entity_egg_goat_random, Random Goat
animania:entity_egg_ram_friesian, Friesian Ram
animania:entity_egg_ewe_friesian, Friesian Ewe
animania:entity_egg_lamb_friesian, Friesian Lamb
animania:entity_egg_ram_suffolk, Suffolk Ram
animania:entity_egg_ewe_suffolk, Suffolk Ewe
animania:entity_egg_lamb_suffolk, Suffolk Lamb
animania:entity_egg_ram_dorper, Dorper Ram
animania:entity_egg_ewe_dorper, Dorper Ewe
animania:entity_egg_lamb_dorper, Dorper Lamb
animania:entity_egg_ram_dorset, Dorset Ram
animania:entity_egg_ewe_dorset, Dorset Ewe
animania:entity_egg_lamb_dorset, Dorset Lamb
animania:entity_egg_ram_jacob, Jacob Ram
animania:entity_egg_ewe_jacob, Jacob Ewe
animania:entity_egg_lamb_jacob, Jacob Lamb
animania:entity_egg_ram_merino, Merino Ram
animania:entity_egg_ewe_merino, Merino Ewe
animania:entity_egg_lamb_merino, Merino Lamb
animania:entity_egg_sheep_random, Random Sheep
animania:entity_egg_buck_cottontail, Cottontail Buck
animania:entity_egg_doe_cottontail, Cottontail Doe
animania:entity_egg_kit_cottontail, Cottontail Kit
animania:entity_egg_buck_chinchilla, Chinchilla Buck
animania:entity_egg_doe_chinchilla, Chinchilla Doe
animania:entity_egg_kit_chinchilla, Chinchilla Kit
animania:entity_egg_buck_dutch, Dutch Buck
animania:entity_egg_doe_dutch, Dutch Doe
animania:entity_egg_kit_dutch, Dutch Kit
animania:entity_egg_buck_havana, Havana Buck
animania:entity_egg_doe_havana, Havana Doe
animania:entity_egg_kit_havana, Havana Kit
animania:entity_egg_buck_jack, Jack Buck
animania:entity_egg_doe_jack, Jack Doe
animania:entity_egg_kit_jack, Jack Kit
animania:entity_egg_buck_lop, Lop Buck
animania:entity_egg_doe_lop, Lop Doe
animania:entity_egg_kit_lop, Lop Kit
animania:entity_egg_buck_newzealand, New Zealand Buck
animania:entity_egg_doe_newzealand, New Zealand Doe
animania:entity_egg_kit_newzealand, New Zealand Kit
animania:entity_egg_buck_rex, Rex Buck
animania:entity_egg_doe_rex, Rex Doe
animania:entity_egg_kit_rex, Rex Kit
animania:entity_egg_rabbit_random, Random Rabbit
animania:friesian_cheese_wheel, Cheese Wheel (Friesian)
animania:holstein_cheese_wheel, Cheese Wheel (Holstein)
animania:goat_cheese_wheel, Cheese Wheel (Goat)
animania:sheep_cheese_wheel, Cheese Wheel (Sheep)
animania:cheese_mold, Cheese Mold
animania:salt_lick:0, Salt Lick
animania:wool:0, Wool (Dorset, Brown)
animania:wool:1, Wool (Friesian, Black)
animania:wool:2, Wool (Friesian, Brown)
animania:wool:3, Wool (Jacob)
animania:wool:4, Wool (Merino, Brown)
animania:wool:5, Wool (Merino, White)
animania:wool:6, Wool (Suffolk, Brown)
animania:block_mud, Mud
animania:block_trough, Trough
animania:block_nest, Nest
animania:block_hamster_wheel, Hamster Wheel
betterunderground:blockflora:0, Glowcap
betterunderground:blockflora:1, Glowcap
betterunderground:blockflora:2, Glowcap
betterunderground:blockflora:3, Glow weed
betterunderground:blockflora:4, Glowcap
betterunderground:blockflora:5, Glowcap
betterunderground:blockflora:6, Iceshroom
betterunderground:blockflora:7, Iceshroom
betterunderground:blockflora:8, Iceshroom
betterunderground:blockflora:9, Iceshroom
betterunderground:blockdecorations:0, Icicle
betterunderground:blockdecorations:1, Icicle
betterunderground:blockdecorations:2, Icicle
betterunderground:blockfossils:0, Bone pile
betterunderground:blockstonestalactite:0, Stalactite
betterunderground:blockstonestalactite:1, Stalactite
betterunderground:blockstonestalactite:2, Stalactite
betterunderground:blockstonestalactite:3, Stalactite
betterunderground:blockstonestalactite:4, Stalactite
betterunderground:blockstonestalactite:5, Stalactite
betterunderground:blockstonestalactite:6, Stalactite
betterunderground:blockstonestalactite:7, Stalactite
betterunderground:blockstonestalactite:8, Stalactite
betterunderground:blockstonestalactite:9, Stalagmite
betterunderground:blockstonestalactite:10, Stalagmite
betterunderground:blockstonestalactite:11, Stalagmite
betterunderground:blockstonestalactite:12, Stalagmite
betterunderground:blocksandstonestalactite:0, Sandstone Stalactite
betterunderground:blocksandstonestalactite:1, Sandstone Stalactite
betterunderground:blocksandstonestalactite:2, Sandstone Stalactite
betterunderground:blocksandstonestalactite:3, Sandstone Stalactite
betterunderground:blocksandstonestalactite:4, Sandstone Stalactite
betterunderground:blocksandstonestalactite:5, Sandstone Stalactite
betterunderground:blocksandstonestalactite:6, Sandstone Stalactite
betterunderground:blocksandstonestalactite:7, Sandstone Stalactite
betterunderground:blocksandstonestalactite:8, Sandstone Stalactite
betterunderground:blocksandstonestalactite:9, Sandstone Stalagmite
betterunderground:blocksandstonestalactite:10, Sandstone stalagmite
betterunderground:blocksandstonestalactite:11, Sandstone stalagmite
betterunderground:blocksandstonestalactite:12, Sandstone stalagmite
forestry:fertilizer_bio, Compost
forestry:fertilizer_compound, Fertilizer
forestry:apatite, Apatite
forestry:research_note, %s's Notes
forestry:portable_alyzer, Portable Analyzer
forestry:ingot_copper, Copper Ingot
forestry:ingot_tin, Tin Ingot
forestry:ingot_bronze, Bronze Ingot
forestry:wrench, Wrench
forestry:pipette, Pipette
forestry:sturdy_machine, Sturdy Casing
forestry:hardened_machine, Hardened Casing
forestry:impregnated_casing, Impregnated Casing
forestry:crafting_material:0, Pulsating Dust
forestry:crafting_material:1, Pulsating Mesh
forestry:crafting_material:2, Silk Wisp
forestry:crafting_material:3, Woven Silk
forestry:crafting_material:4, Dissipation Charge
forestry:crafting_material:5, Ice Shard
forestry:crafting_material:6, Scented Paneling
forestry:crafting_material:7, Camouflaged Paneling
forestry:naturalist_helmet, Spectacles
forestry:peat, Peat
forestry:ash, Ash
forestry:bituminous_peat, Bituminous Peat
forestry:gear_bronze, Bronze Gear
forestry:gear_copper, Copper Gear
forestry:gear_tin, Tin Gear
forestry:chipsets:0, Basic Circuit Board
forestry:chipsets:1, Enhanced Circuit Board
forestry:chipsets:2, Refined Circuit Board
forestry:chipsets:3, Intricate Circuit Board
forestry:soldering_iron, Soldering Iron
forestry:carton, Carton
forestry:oak_stick, Impregnated Stick
forestry:wood_pulp, Wood Pulp
forestry:broken_bronze_pickaxe, Broken Pickaxe
forestry:broken_bronze_shovel, Broken Shovel
forestry:bronze_pickaxe, Survivalist's Pickaxe
forestry:bronze_shovel, Survivalist's Shovel
forestry:kit_shovel, Shovel Kit
forestry:kit_pickaxe, Pickaxe Kit
forestry:mouldy_wheat, Mouldy Wheat
forestry:decaying_wheat, Decaying Wheat
forestry:mulch, Mulch
forestry:iodine_capsule, Iodine Capsule
forestry:phosphor, Phosphor
forestry:beeswax, Beeswax
forestry:refractory_wax, Refractory Wax
forestry:fruits:0, Cherry
forestry:fruits:1, Walnut
forestry:fruits:2, Chestnut
forestry:fruits:3, Lemon
forestry:fruits:4, Plum
forestry:fruits:5, Date
forestry:fruits:6, Papaya
forestry:analyzer:0, Analyzer
forestry:escritoire:0, Escritoire
forestry:bog_earth:0, Bog Earth
forestry:humus:0, Humus
forestry:resources:0, Apatite Ore
forestry:resources:1, Copper Ore
forestry:resources:2, Tin Ore
forestry:resource_storage:0, Block of Apatite
forestry:resource_storage:1, Block of Copper
forestry:resource_storage:2, Block of Tin
forestry:resource_storage:3, Block of Bronze
forestry:ash_brick:0, Ash Bricks
forestry:ash_stairs:0, Ash Brick Stairs
forestry:grafter, Grafter
forestry:grafter_proven, Proven Grafter
forestry:logs.0:0, Larch Wood
forestry:logs.0:1, Teak Wood
forestry:logs.0:2, Desert Acacia Wood
forestry:logs.0:3, Lime Wood
forestry:logs.1:0, Chestnut Wood
forestry:logs.1:1, Wenge Wood
forestry:logs.1:2, Baobab Wood
forestry:logs.1:3, Sequoia Wood
forestry:logs.2:0, Kapok Wood
forestry:logs.2:1, Ebony Wood
forestry:logs.2:2, Mahogany Wood
forestry:logs.2:3, Balsa Wood
forestry:logs.3:0, Willow Wood
forestry:logs.3:1, Walnut Wood
forestry:logs.3:2, Greenheart Wood
forestry:logs.3:3, Cherry Wood
forestry:logs.4:0, Mahoe Wood
forestry:logs.4:1, Poplar Wood
forestry:logs.4:2, Palm Wood
forestry:logs.4:3, Papaya Wood
forestry:logs.5:0, Pine Wood
forestry:logs.5:1, Plum Wood
forestry:logs.5:2, Maple Wood
forestry:logs.5:3, Citrus Wood
forestry:logs.6:0, Giant Sequoia Wood
forestry:logs.6:1, Ipe Wood
forestry:logs.6:2, Padauk Wood
forestry:logs.6:3, Cocobolo Wood
forestry:logs.7:0, Zebrawood Wood
forestry:logs.fireproof.0:0, Larch Wood (Fireproof)
forestry:logs.fireproof.0:1, Teak Wood (Fireproof)
forestry:logs.fireproof.0:2, Desert Acacia Wood (Fireproof)
forestry:logs.fireproof.0:3, Lime Wood (Fireproof)
forestry:logs.fireproof.1:0, Chestnut Wood (Fireproof)
forestry:logs.fireproof.1:1, Wenge Wood (Fireproof)
forestry:logs.fireproof.1:2, Baobab Wood (Fireproof)
forestry:logs.fireproof.1:3, Sequoia Wood (Fireproof)
forestry:logs.fireproof.2:0, Kapok Wood (Fireproof)
forestry:logs.fireproof.2:1, Ebony Wood (Fireproof)
forestry:logs.fireproof.2:2, Mahogany Wood (Fireproof)
forestry:logs.fireproof.2:3, Balsa Wood (Fireproof)
forestry:logs.fireproof.3:0, Willow Wood (Fireproof)
forestry:logs.fireproof.3:1, Walnut Wood (Fireproof)
forestry:logs.fireproof.3:2, Greenheart Wood (Fireproof)
forestry:logs.fireproof.3:3, Cherry Wood (Fireproof)
forestry:logs.fireproof.4:0, Mahoe Wood (Fireproof)
forestry:logs.fireproof.4:1, Poplar Wood (Fireproof)
forestry:logs.fireproof.4:2, Palm Wood (Fireproof)
forestry:logs.fireproof.4:3, Papaya Wood (Fireproof)
forestry:logs.fireproof.5:0, Pine Wood (Fireproof)
forestry:logs.fireproof.5:1, Plum Wood (Fireproof)
forestry:logs.fireproof.5:2, Maple Wood (Fireproof)
forestry:logs.fireproof.5:3, Citrus Wood (Fireproof)
forestry:logs.fireproof.6:0, Giant Sequoia Wood (Fireproof)
forestry:logs.fireproof.6:1, Ipe Wood (Fireproof)
forestry:logs.fireproof.6:2, Padauk Wood (Fireproof)
forestry:logs.fireproof.6:3, Cocobolo Wood (Fireproof)
forestry:logs.fireproof.7:0, Zebrawood Wood (Fireproof)
forestry:logs.vanilla.fireproof.0:0, Oak Wood (Fireproof)
forestry:logs.vanilla.fireproof.0:1, Spruce Wood (Fireproof)
forestry:logs.vanilla.fireproof.0:2, Birch Wood (Fireproof)
forestry:logs.vanilla.fireproof.0:3, Jungle Wood (Fireproof)
forestry:logs.vanilla.fireproof.1:0, Acacia Wood (Fireproof)
forestry:logs.vanilla.fireproof.1:1, Dark Oak Wood (Fireproof)
forestry:planks.0:0, Larch Wood Planks
forestry:planks.0:1, Teak Wood Planks
forestry:planks.0:2, Desert Acacia Wood Planks
forestry:planks.0:3, Lime Wood Planks
forestry:planks.0:4, Chestnut Wood Planks
forestry:planks.0:5, Wenge Wood Planks
forestry:planks.0:6, Baobab Wood Planks
forestry:planks.0:7, Sequoia Wood Planks
forestry:planks.0:8, Kapok Wood Planks
forestry:planks.0:9, Ebony Wood Planks
forestry:planks.0:10, Mahogany Wood Planks
forestry:planks.0:11, Balsa Wood Planks
